,Type,Price,Location,Baths,Area,Beds
17916,Lower Portion,PKR44 Thousand,"Jail Road, Lahore, Punjab",1,6 Marla,2
17917,House,PKR30 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,2
17918,House,PKR35 Thousand,"Al Rehman Garden, Lahore, Punjab",6,5 Marla,5
17919,Upper Portion,PKR30 Thousand,"Waris Road, Lahore, Punjab",2,5 Marla,2
17920,Upper Portion,PKR29 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,4 Marla,2
17921,Lower Portion,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,10 Marla,2
17922,Lower Portion,PKR44 Thousand,"Jail Road, Lahore, Punjab",1,6 Marla,2
17923,House,PKR30 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,2
17924,Upper Portion,PKR33 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
17925,Upper Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",2,10 Marla,2
17926,Lower Portion,PKR40 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
17927,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,6
17928,House,PKR1 Lakh,"Faisal Town, Lahore, Punjab",5,10 Marla,4
17929,Lower Portion,PKR50 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2
17930,House,PKR27 Thousand,"Eden, Lahore, Punjab",2,4 Marla,3
17931,Flat,PKR44 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
17932,House,PKR80 Thousand,"Formanites Housing Scheme, Lahore, Punjab",6,10 Marla,5
17933,House,PKR50 Thousand,"Formanites Housing Scheme, Lahore, Punjab",4,5 Marla,3
17934,Upper Portion,PKR35 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,10 Marla,3
17935,Upper Portion,PKR25 Thousand,"Formanites Housing Scheme, Lahore, Punjab",2,5 Marla,2
17936,Upper Portion,PKR22 Thousand,"Cantt, Lahore, Punjab",3,6 Marla,2
17937,House,PKR50 Thousand,"College Road, Lahore, Punjab",4,5 Marla,3
17938,House,PKR15 Thousand,"Marghzar Officers Colony, Lahore, Punjab",2,3 Marla,2
17939,Flat,PKR20 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
17940,Flat,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
17941,House,PKR50 Thousand,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",3,10 Marla,3
17942,House,PKR45 Thousand,"Ali View Garden, Lahore, Punjab",5,5 Marla,4
17943,House,PKR90 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
17944,Upper Portion,PKR12 Thousand,"Sarwar Town, Lahore, Punjab",2,5 Marla,2
17945,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
17946,Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
17947,House,PKR10 Thousand,"Kahna, Lahore, Punjab",2,2 Marla,1
17948,Flat,PKR25 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
17949,Flat,PKR7 Thousand,"Bahria Town, Lahore, Punjab",1,2 Marla,1
17950,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
17951,House,PKR40 Thousand,"Jubilee Town, Lahore, Punjab",-,10 Marla,-
17952,Flat,PKR23 Thousand,"Ferozepur Road, Lahore, Punjab",2,3 Marla,2
17953,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
17954,Flat,PKR1.2 Lakh,"Cantt, Lahore, Punjab",1,2.2 Marla,1
17955,House,PKR2.5 Lakh,"Gulberg, Lahore, Punjab",-,1 Kanal,5
17956,House,PKR60 Thousand,"Johar Town, Lahore, Punjab",1,2.4 Marla,-
17957,Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,3
17958,Upper Portion,PKR47 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,8 Marla,2
17959,House,PKR50 Thousand,"Shadab Garden, Lahore, Punjab",-,5 Marla,-
17960,Flat,PKR30 Thousand,"Canal Garden, Lahore, Punjab",2,4 Marla,2
17961,Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17962,Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17963,House,PKR25 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
17964,House,PKR25 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
17965,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17966,Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17967,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,5 Marla,5
17968,House,PKR25 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
17969,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17970,Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17971,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,5 Marla,5
17972,Upper Portion,PKR22 Thousand,"Park View City, Lahore, Punjab",2,5.3 Marla,2
17973,House,PKR40 Thousand,"Shanghai Road, Lahore, Punjab",6,5 Marla,6
17974,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17975,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
17976,Lower Portion,PKR40 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
17977,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
17978,Lower Portion,PKR40 Thousand,"Mohafiz Town, Lahore, Punjab",3,10 Marla,2
17979,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
17980,Lower Portion,PKR35 Thousand,"Samanabad, Lahore, Punjab",2,10 Marla,2
17981,Upper Portion,PKR23 Thousand,"Samanabad, Lahore, Punjab",2,5 Marla,3
17982,House,PKR45 Thousand,"Samanabad, Lahore, Punjab",4,3.5 Marla,4
17983,Lower Portion,PKR43 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
17984,House,PKR30 Thousand,"Babu Sabu, Lahore, Punjab",1,3 Marla,2
17985,Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
17986,House,PKR85 Thousand,"Paragon City, Lahore, Punjab",6,10 Marla,5
17987,Lower Portion,PKR15 Thousand,"Shoukat Town, Lahore, Punjab",1,3 Marla,1
17988,Upper Portion,PKR35 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
17989,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,10 Marla,2
17990,Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
17991,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
17992,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,10 Marla,2
17993,Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
17994,Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,2
17995,House,PKR55 Thousand,"Rehman Villas, Lahore, Punjab",4,5 Marla,3
17996,House,PKR32 Thousand,"Khayaban-e-Amin, Lahore, Punjab",2,5 Marla,3
17997,Lower Portion,PKR37 Thousand,"Sabzazar Scheme, Lahore, Punjab",5,10 Marla,3
17998,House,PKR2.6 Lakh,"Sui Gas Housing Society, Lahore, Punjab",6,1 Kanal,5
17999,House,PKR50 Thousand,"Canal Garden, Lahore, Punjab",4,5 Marla,4
18000,House,PKR50 Thousand,"Canal Garden, Lahore, Punjab",4,5 Marla,4
18001,Room,PKR12 Thousand,"Township, Lahore, Punjab",1,0.7 Marla,1
18002,Flat,PKR22 Thousand,"Formanites Housing Scheme, Lahore, Punjab",1,4 Marla,1
18003,Room,PKR15 Thousand,"Punjab Small Industries Colony, Lahore, Punjab",1,10 Marla,1
18004,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6
18005,Lower Portion,PKR40 Thousand,"PCSIR Staff Colony, Lahore, Punjab",2,10 Marla,2
18006,Upper Portion,PKR55 Thousand,"LDA Avenue, Lahore, Punjab",5,1 Kanal,4
18007,House,PKR11 Lakh,"Garden Town, Lahore, Punjab",3,2 Kanal,3
18008,Lower Portion,PKR25 Thousand,"Cantt, Lahore, Punjab",2,5 Marla,1
18009,Upper Portion,PKR36 Thousand,"Samanabad, Lahore, Punjab",2,8 Marla,3
18010,House,PKR25 Thousand,"GT Road, Lahore, Punjab",2,3 Marla,3
18011,Flat,PKR25 Thousand,"Model Colony, Lahore, Punjab",2,8 Marla,2
18012,Upper Portion,PKR1 Lakh,"Sui Gas Housing Society, Lahore, Punjab",3,1 Kanal,3
18013,House,PKR1 Lakh,"OPF Housing Scheme, Lahore, Punjab",6,10 Marla,5
18014,Lower Portion,PKR26 Thousand,"Al-Hamd Park, Lahore, Punjab",2,4 Marla,2
18015,House,PKR2.5 Lakh,"Johar Town, Lahore, Punjab",5,1 Kanal,6
18016,Flat,PKR35 Thousand,"PIA Housing Scheme, Lahore, Punjab",10,12 Marla,11
18017,House,PKR55 Thousand,"Ferozepur Road, Lahore, Punjab",-,5 Marla,-
18018,Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
18019,Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18020,Upper Portion,PKR30 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18021,Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18022,Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18023,Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18024,Room,PKR20 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18025,Room,PKR20 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18026,Room,PKR20 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18027,Room,PKR20 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18028,Room,PKR20 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18029,House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
18030,Lower Portion,PKR40 Thousand,"Cavalry Ground, Lahore, Punjab",2,10 Marla,2
18031,Upper Portion,PKR60 Thousand,"PIA Housing Scheme, Lahore, Punjab",3,15 Marla,2
18032,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
18033,Upper Portion,PKR40 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,10 Marla,3
18034,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",-,1.2 Kanal,6
18035,House,PKR50 Thousand,"Defence Road, Lahore, Punjab",3,5 Marla,3
18036,Farm House,PKR1.52 Lakh,"Bedian Road, Lahore, Punjab",3,8 Kanal,3
18037,House,PKR24 Thousand,"Ali View Garden, Lahore, Punjab",2,5 Marla,-
18038,Upper Portion,PKR65 Thousand,"Sukh Chayn Gardens, Lahore, Punjab",3,1 Kanal,3
18039,House,PKR18 Thousand,"Manawan, Lahore, Punjab",4,3 Marla,3
18040,House,PKR17 Thousand,"Walton Road, Lahore, Punjab",2,3.2 Marla,2
18041,Upper Portion,PKR60 Thousand,"Gulberg, Lahore, Punjab",2,15 Marla,2
18042,Upper Portion,PKR15 Thousand,"Paragon City, Lahore, Punjab",1,2 Marla,1
18043,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18044,Room,PKR20 Thousand,"GCP Housing Scheme, Lahore, Punjab",-,2 Marla,-
18045,Room,PKR20 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,2 Marla,-
18046,Room,PKR20 Thousand,"GCP Housing Scheme, Lahore, Punjab",-,2 Marla,-
18047,Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,2
18048,Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,2
18049,Upper Portion,PKR35 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,2
18050,Upper Portion,PKR35 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,2
18051,Upper Portion,PKR35 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
18052,Flat,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
18053,House,PKR17 Thousand,"Ashiana-e-Quaid Housing Scheme, Lahore, Punjab",2,3 Marla,2
18054,House,PKR1.9 Lakh,"Askari, Lahore, Punjab",7,17 Marla,5
18055,Flat,PKR15 Thousand,"DHA Defence, Lahore, Punjab",1,1.6 Marla,1
18056,House,PKR28 Thousand,"GT Road, Lahore, Punjab",3,3.5 Marla,3
18057,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,3
18058,House,PKR6 Lakh,"Township, Lahore, Punjab",5,4 Kanal,10
18059,House,PKR17 Thousand,"Walton Road, Lahore, Punjab",2,3.2 Marla,2
18060,Upper Portion,PKR25 Thousand,"Chinar Bagh, Lahore, Punjab",2,10 Marla,2
18061,House,PKR60 Thousand,"Hajvery Housing Scheme, Lahore, Punjab",5,5 Marla,6
18062,House,PKR25 Thousand,"Nishtar Colony, Lahore, Punjab",3,3 Marla,3
18063,House,PKR55 Thousand,"Alfalah Town, Lahore, Punjab",4,1 Kanal,3
18064,House,PKR55 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4
18065,House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",5,5 Marla,3
18066,Upper Portion,PKR22 Thousand,"Shadbagh, Lahore, Punjab",1,4 Marla,2
18067,Lower Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,2
18068,Upper Portion,PKR25 Thousand,"Education Town, Lahore, Punjab",2,6.7 Marla,2
18069,Upper Portion,PKR18 Thousand,"Naz Town, Lahore, Punjab",2,5 Marla,2
18070,House,PKR50 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4
18071,Flat,PKR14 Thousand,"Canal Garden, Lahore, Punjab",1,1 Marla,1
18072,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
18073,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18074,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18075,Lower Portion,PKR35 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,10 Marla,-
18076,Lower Portion,PKR35 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,10 Marla,-
18077,Lower Portion,PKR35 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,10 Marla,-
18078,Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
18079,Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
18080,Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
18081,Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
18082,Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
18083,Upper Portion,PKR55 Thousand,"Architects Engineers Housing Society, Lahore, Punjab",4,1 Kanal,3
18084,House,PKR40 Thousand,"Clifton Colony, Lahore, Punjab",3,4 Marla,3
18085,Upper Portion,PKR35 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",2,5 Marla,3
18086,House,PKR90 Thousand,"College Road, Lahore, Punjab",5,8 Marla,5
18087,House,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,3
18088,Flat,PKR32 Thousand,"Valencia Housing Society, Lahore, Punjab",2,3 Marla,2
18089,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
18090,House,PKR40 Thousand,"Chinar Bagh, Lahore, Punjab",6,5 Marla,5
18091,Lower Portion,PKR28 Thousand,"Chinar Bagh, Lahore, Punjab",3,10 Marla,2
18092,Upper Portion,PKR40 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,10 Marla,3
18093,Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
18094,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,5
18095,House,PKR45 Thousand,"Palm Villas, Lahore, Punjab",3,3 Marla,3
18096,House,PKR1.2 Lakh,"Mozang, Lahore, Punjab",5,13 Marla,5
18097,House,PKR3 Lakh,"Canal Bank Housing Scheme, Lahore, Punjab",9,1 Kanal,9
18098,Room,PKR5 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
18099,Upper Portion,PKR15 Thousand,"Venus Housing Scheme, Lahore, Punjab",2,5.2 Marla,1
18100,Lower Portion,PKR33 Thousand,"Johar Town, Lahore, Punjab",1,5 Marla,1
18101,Upper Portion,PKR65 Thousand,"Main Canal Bank Road, Lahore, Punjab",3,1 Kanal,3
18102,Flat,PKR15 Thousand,"Labor Colony, Lahore, Punjab",1,3 Marla,2
18103,House,PKR48 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,3
18104,Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
18105,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
18106,Upper Portion,PKR90 Thousand,"Punjab Govt Employees Society, Lahore, Punjab",4,2 Kanal,4
18107,Flat,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",4,7.1 Marla,2
18108,Flat,PKR25 Thousand,"Qartaba Chowk, Lahore, Punjab",2,4 Marla,2
18109,Lower Portion,PKR38 Thousand,"Defence Road, Lahore, Punjab",3,10 Marla,2
18110,Lower Portion,PKR50 Thousand,"Airline Housing Society, Lahore, Punjab",3,10 Marla,2
18111,Upper Portion,PKR1.5 Lakh,"Nasheman-e-Iqbal, Lahore, Punjab",4,1 Kanal,3
18112,Lower Portion,PKR16 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",1,4 Marla,1
18113,Flat,PKR16 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,4 Marla,2
18114,Lower Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
18115,Upper Portion,PKR55 Thousand,"Defence Road, Lahore, Punjab",4,1 Kanal,4
18116,Upper Portion,PKR38 Thousand,"Defence Road, Lahore, Punjab",2,10 Marla,3
18117,House,PKR17 Thousand,"Lalazaar Garden, Lahore, Punjab",2,2 Marla,2
18118,House,PKR1.5 Lakh,"Valencia Housing Society, Lahore, Punjab",8,1 Kanal,7
18119,Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
18120,Lower Portion,PKR20 Thousand,"Gulshan-e-Riaz, Lahore, Punjab",-,3 Marla,-
18121,Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
18122,Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
18123,Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
18124,Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
18125,Lower Portion,PKR35 Thousand,"Model Town, Lahore, Punjab",-,10 Marla,-
18126,Lower Portion,PKR35 Thousand,"Sui Gas Employees Cooperative Housing Society, Lahore, Punjab",-,10 Marla,-
18127,Lower Portion,PKR35 Thousand,"Model Town, Lahore, Punjab",-,10 Marla,-
18128,Lower Portion,PKR35 Thousand,"Faisal Town, Lahore, Punjab",-,10 Marla,-
18129,Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
18130,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18131,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18132,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18133,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18134,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18135,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18136,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18137,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18138,Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18139,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18140,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18141,Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18142,Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
18143,Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
18144,Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
18145,Lower Portion,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18146,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18147,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18148,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18149,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18150,Flat,PKR50 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
18151,Upper Portion,PKR42 Thousand,"Raiwind Road, Lahore, Punjab",2,12 Marla,2
18152,House,PKR30 Thousand,"Agrics Town, Lahore, Punjab",3,10 Marla,2
18153,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
18154,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18155,Lower Portion,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18156,Lower Portion,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18157,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18158,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18159,Lower Portion,PKR40 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18160,Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
18161,Lower Portion,PKR40 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
18162,Lower Portion,PKR40 Thousand,"DHA Defence, Lahore, Punjab",-,10 Marla,-
18163,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18164,Flat,PKR16 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,3 Marla,3
18165,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18166,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18167,Lower Portion,PKR40 Thousand,"Johar Town, Lahore, Punjab",-,10 Marla,-
18168,Flat,PKR16 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,3 Marla,3
18169,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18170,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18171,Lower Portion,PKR40 Thousand,"Johar Town, Lahore, Punjab",-,10 Marla,-
18172,Lower Portion,PKR40 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18173,Lower Portion,PKR40 Thousand,"Faisal Town, Lahore, Punjab",-,10 Marla,-
18174,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
18175,House,PKR45 Thousand,"Raiwind Road, Lahore, Punjab",4,3 Marla,3
18176,Lower Portion,PKR25 Thousand,"BOR - Board of Revenue Housing Society, Lahore, Punjab",2,5 Marla,2
18177,Flat,PKR9 Thousand,"Bahria Town, Lahore, Punjab",1,2.7 Marla,1
18178,Flat,PKR11 Thousand,"Hassan Town, Lahore, Punjab",1,1.8 Marla,1
18179,Lower Portion,PKR85 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,2
18180,Flat,PKR63 Thousand,"Raiwind Road, Lahore, Punjab",1,5 Marla,2
18181,House,PKR45 Thousand,"Mustafa Town, Lahore, Punjab",4,4 Marla,3
18182,House,PKR22.5 Thousand,"Hamza Town, Lahore, Punjab",3,3 Marla,2
18183,House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
18184,Home,PKR80 Thousand,"Sahafi Colony, Lahore, Punjab",6,10 Marla,5
18185,Room,PKR35 Thousand,"Cantt, Lahore, Punjab",1,10 Marla,1
18186,Upper Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,1 Kanal,3
18187,Lower Portion,PKR16 Thousand,"GT Road, Lahore, Punjab",2,4 Marla,2
18188,Lower Portion,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18189,Lower Portion,PKR40 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
18190,Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
18191,Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
18192,Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
18193,Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
18194,Lower Portion,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18195,Lower Portion,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
18196,Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
18197,Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
18198,Lower Portion,PKR12 Thousand,"Al Rehman Garden, Lahore, Punjab",2,3 Marla,1
18199,House,PKR35 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",5,5 Marla,-
18200,House,PKR24 Thousand,"Al Rehman Garden, Lahore, Punjab",4,3 Marla,-
18201,Lower Portion,PKR25 Thousand,"Al Rehman Garden, Lahore, Punjab",3,5 Marla,2
18202,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,6 Marla,5
18203,House,PKR1.5 Lakh,"Upper Mall, Lahore, Punjab",-,4.4 Marla,-
